label,hand,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0,Right,0.0,0.0,0.0,-0.3519217800843102,-0.19425677748974474,-0.08101154765435477,-0.6247178998276524,-0.5700947160255874,-0.13787992808741983,-0.5850343433936026,-0.9187027321414479,-0.20637246682917212,-0.35123682904766235,-0.9003412642754558,-0.24452900508086026,-0.44959346616208107,-0.936451766340119,-0.013189521327132032,-0.5324895633584007,-1.2094444524575527,-0.15184702699737937,-0.48974174001435694,-0.86322321380931,-0.20915813354836624,-0.42168908557239565,-0.7749341327658041,-0.24241346822375504,-0.24721637553148162,-0.9689603003575933,-0.034418223379384584,-0.34321071853448615,-1.219992115484877,-0.17653643687558196,-0.29461778536536337,-0.8001540882288826,-0.1627192402286641,-0.2441624849010215,-0.7554512105982775,-0.12866213393131323,-0.043854587631856186,-0.9800921828988991,-0.08573239050662106,-0.1268685547001845,-1.234424471029836,-0.2293711989475332,-0.12645466939293346,-0.8172978005922727,-0.14801981207311754,-0.08910146211982274,-0.7209737483923933,-0.06353048961870243,0.16810412274272035,-0.9474986566591752,-0.14884214679960533,0.07286503298489107,-1.1925688911382972,-0.21539363631748187,0.0375157301233383,-0.904956376919831,-0.15388480005168562,0.0617204424158415,-0.7826503539418893,-0.09565217932144696
0,Right,0.0,0.0,0.0,-0.10462188251859991,-0.5050569513783056,-0.07856466002454465,-0.05432025975239404,-1.000426622991331,-0.13303520108221584,0.19000467901827905,-1.1993285248865546,-0.20851845353108303,0.4375495768451547,-1.0947857712145261,-0.25667909448506987,0.2602895684343907,-1.0935571188322564,0.02580396015219566,0.39875642889275065,-1.4302183399818664,-0.16950373711092034,0.21022163747576353,-1.1451609807290999,-0.26704709015954714,0.15346193083081902,-0.9638957287361395,-0.30522144745281915,0.4187289192405942,-0.9081112774278293,-0.006457060142433952,0.5385004350926604,-1.190296136392315,-0.20232692918121295,0.3032472952923404,-0.8602332449954251,-0.22529386522120978,0.2735613541599225,-0.7272452104526893,-0.1942682950386775,0.5703293208637443,-0.6925215020533383,-0.0750207287658972,0.6776545157282478,-0.9336569633079278,-0.27108549011398164,0.412860760926178,-0.6490067943259422,-0.19624951817282357,0.36097563754550954,-0.5107172810100926,-0.09226995136562556,0.7043234001775781,-0.4235693262326157,-0.15500640681166006,0.7931583080693153,-0.6698626335485462,-0.25038590727128035,0.5806046788272793,-0.5137398797913836,-0.17883834314781671,0.5115840035902427,-0.3956494670610295,-0.09753077846354911
0,Right,0.0,0.0,0.0,-0.4339931956510639,0.21871606642012054,-0.10528984927288276,-0.9041574037071296,0.19180765345810588,-0.15854984900936275,-1.0929972374303984,-0.202190533277055,-0.22658717784009733,-0.9328308554166338,-0.5555326897705902,-0.2622235456259344,-0.937302829008747,-0.38435696538981856,0.04145051114533506,-1.1902137894933889,-0.5201919350584041,-0.14196390153254893,-0.9719246256208903,-0.24204561302457084,-0.22180589048245264,-0.8460219164154307,-0.23986536072778708,-0.2573568354073221,-0.7863871880338689,-0.6177339156110699,0.017613083386867685,-1.0282200274077202,-0.7461599238033667,-0.19595956701342057,-0.7553942324822853,-0.3946666619148896,-0.20639252741397315,-0.6347786774479695,-0.42211988384244087,-0.156940547106441,-0.6212885569431145,-0.8408118418709409,-0.048710878104066685,-0.8644065085099263,-0.9482491524282479,-0.2757973949340283,-0.6192160467178734,-0.5573170407761865,-0.2000105884356837,-0.48053878699214436,-0.5477384995668044,-0.08273881219156798,-0.4007730624036127,-1.0496664594409935,-0.1273490113987511,-0.672331702148011,-1.1505467501537543,-0.2498526255352395,-0.5241136787002489,-0.8278499285658818,-0.18319420675632908,-0.3926144803823925,-0.7615272296773483,-0.0969221252371988
0,Right,0.0,0.0,0.0,-0.018450874836173557,0.6158074391862318,-0.13355898751622333,-0.18351505513286467,1.1277911932807985,-0.21864815103080343,-0.5079512924057894,1.3012667583057653,-0.31193024002479225,-0.7782932107210098,1.1250030669270827,-0.3673594130978757,-0.6299706082740124,0.9347142650633736,0.010565068819925187,-0.8564573896469814,1.14185805005761,-0.19522755683974438,-0.5699594920554162,1.0149861386580585,-0.2935399096383682,-0.4585103701382971,0.8757228102394043,-0.33297236389471246,-0.7310927823496419,0.6822780544589273,0.0020670559136973417,-0.949441666512172,0.9253884064473311,-0.2333411816399578,-0.5982795847227574,0.7365738732344609,-0.27062314716962205,-0.49989277889193406,0.5827098614416792,-0.23442321593904342,-0.8256642400800668,0.4106648465100125,-0.04905208410431537,-1.0315936024365053,0.6620337326307857,-0.2777169351078629,-0.6760008256315594,0.506370357048775,-0.21383984930119165,-0.5608298738818599,0.3501731548694483,-0.1046356588781427,-0.8924777008829351,0.08124091350163537,-0.11424658180110707,-1.0775658023097996,0.3629432469132477,-0.24462005587409807,-0.8070976589863469,0.2949957333020418,-0.18926346628963522,-0.6869641578895538,0.1609490478017408,-0.10697185902440552
0,Right,0.0,0.0,0.0,-0.3532450562236324,-0.2972940673212981,-0.07313996586006925,-0.5998804602669543,-0.6693956854620479,-0.11281445142746499,-0.5382760386299401,-1.082496652602257,-0.16916584604986157,-0.2912340881649141,-1.2198968548506373,-0.1955455856113222,-0.3554151594953705,-0.9718540358448359,0.12326475735974048,-0.4510306047793412,-1.2644711642422826,-0.007284517735368965,-0.45516753811196553,-0.9519288978037578,-0.07645956522150553,-0.3957917491908208,-0.7730748029808008,-0.10612875076030748,-0.15201917222587094,-0.9883775449066824,0.10592953781764265,-0.25105219538644574,-1.3146949943749129,-0.06051455163116073,-0.2488034008569166,-0.8765235642554275,-0.09472817611505277,-0.18419441760072883,-0.708724161769789,-0.07275735689017059,0.04373067290515605,-0.9934933794308708,0.05266549614252563,-0.04734866522798874,-1.3093877730822538,-0.12730216273188633,-0.08856844002604042,-0.8770843335054981,-0.079411150358752,-0.03698278470360901,-0.6722552023919088,0.006679434271353132,0.26465299377412504,-0.9253876756564001,-0.009167309285062954,0.17689012352669425,-1.2532059765519055,-0.10329212275509563,0.10758403953299542,-0.9652522455616732,-0.05072560084042159,0.13274056637356488,-0.7845401041948145,0.017556531733838553
0,Right,0.0,0.0,0.0,-0.2614758210814259,-0.10159077052249219,-0.1663664986513592,-0.501329031477622,-0.30725636499833386,-0.2734818749849654,-0.537897329705882,-0.5143101124233916,-0.35837261026720807,-0.3484565594440083,-0.5392568867043442,-0.4056239485055754,-0.35813439163182326,-0.9168761334796046,-0.17002619038284883,-0.4555125806710943,-0.8147716538223725,-0.2943347548598549,-0.4104204680734676,-0.5492293774915129,-0.33318041054483394,-0.3512845046321514,-0.5399579964872284,-0.35983236877272123,-0.16034258577099533,-0.9870614242225613,-0.15268254959563646,-0.27280796141058666,-0.7893488356233685,-0.27387250122487483,-0.2403923690016716,-0.497218803138523,-0.26209603627255246,-0.18264927822959884,-0.5373815846134833,-0.24400983776898064,0.02026481201383656,-0.9452336921003112,-0.15886102171759625,-0.0781522706926278,-0.7355070098997728,-0.2697007545742431,-0.08540971939818955,-0.48742880819241136,-0.21170296087187168,-0.047975491360208476,-0.5358505444540278,-0.16456965033801138,0.1881076807129765,-0.8371939331498807,-0.18579837262390111,0.09506700692235613,-0.6608094817236242,-0.2482385680981777,0.056575561598252055,-0.48709324535282084,-0.22482915007259938,0.07406221684305743,-0.5217341394828593,-0.20172308973818975
0,Right,0.0,0.0,0.0,-0.2704908156209088,-0.048416196026277655,-0.1897322062898961,-0.5224309290489174,-0.14020816895650817,-0.32837130747229515,-0.6032866011063011,-0.21738010918680079,-0.443369755881812,-0.5028327015988088,-0.2648146789956711,-0.5266722972585721,-0.4586200803827363,-0.9255996621953949,-0.22724411698520047,-0.5749626303507963,-0.5957682311007532,-0.3682375930400806,-0.5120899243348676,-0.3801193803313263,-0.4314194304718043,-0.42842950095153026,-0.41450447039254185,-0.47283030134050147,-0.24397931343777443,-0.969780436291861,-0.21138007148675172,-0.3794099244976324,-0.5245455777907841,-0.3335240489356934,-0.3346943637696215,-0.3123477298974783,-0.3450663025035133,-0.2645226654066645,-0.36212869748781285,-0.35162763594265767,-0.047610953855921324,-0.9103481991047988,-0.2167526652532407,-0.18412142724828026,-0.4510049441291535,-0.33432910737266736,-0.16670154277925123,-0.26039821843978916,-0.296833104926051,-0.11545070813015848,-0.3163237202914191,-0.26604003311190605,0.12995878595578764,-0.8008924662627069,-0.2450861442112818,0.007622485588876612,-0.45502086591152385,-0.31153342911407356,-0.01136133743067108,-0.28853514861206697,-0.28841802414796947,0.012782698876490207,-0.31438104599542704,-0.2633310681226148
0,Right,0.0,0.0,0.0,-0.4376183960713783,-0.10688228409740488,-0.07275423925474768,-0.7872051166013889,-0.4010271257384317,-0.13244279203830325,-0.8437986491347069,-0.8169127787831081,-0.22025581402763086,-0.6036467175785882,-1.027104794302533,-0.2836842594312182,-0.5641442782370005,-0.8425071526322369,0.07338875954233658,-0.7548570259551382,-1.1262738055306654,-0.10643475056611056,-0.6958664109116516,-0.8086550431015622,-0.19632330408003837,-0.5664700229991756,-0.6867426334786009,-0.23261424025763874,-0.37844615676144805,-0.9256233069842664,0.034695646299484476,-0.5764151535944707,-1.213963030064423,-0.1819711107897255,-0.484021178490447,-0.7801415614034983,-0.2102851337843474,-0.3346420959417046,-0.6698195604373176,-0.16799329159017654,-0.18616081050564282,-0.9956648995316016,-0.04310020151656343,-0.3944467589235032,-1.271601992322649,-0.25392262804412036,-0.3313586959564634,-0.8232464079325622,-0.19452062826004862,-0.17938618436859166,-0.6851448766442271,-0.08825757370557287,0.05075475776218751,-1.0251560885469952,-0.13170404195024424,-0.15974765523126627,-1.3322706843922159,-0.23277648331773085,-0.1653926552104328,-1.0181676727952673,-0.17013638711826445,-0.06282157137970729,-0.8521108385517903,-0.09014549887984603
0,Right,0.0,0.0,0.0,-0.3964814158729665,-0.04947418821625235,-0.0704531958309365,-0.7413964960299616,-0.24333042696549237,-0.13427376601633728,-0.8446683704164936,-0.5601781900281484,-0.21102350153741145,-0.6691882441858962,-0.7291323935800729,-0.25524217630501744,-0.5950502087267827,-0.8399812153406596,-0.0066302900539407395,-0.7996225995066435,-0.9313081197999923,-0.17695728313315714,-0.6896593866040484,-0.6123375540680804,-0.263678706162485,-0.5718536047090551,-0.6033300886332819,-0.31030900005835715,-0.4236897778297298,-0.9058073593003063,-0.04452459818704931,-0.6378818557598962,-0.9690717619684793,-0.21837741898885146,-0.4982341299275497,-0.6052640771609654,-0.21834320320780864,-0.3792469032242997,-0.6473989294776593,-0.18412743912030488,-0.24260223104664896,-0.9654506539775239,-0.11475484980192377,-0.45737723194621643,-1.0430793094935464,-0.28210627799503496,-0.3574033315788294,-0.6675030237154276,-0.2039141133199651,-0.2390454175263151,-0.6803299062467696,-0.11132139451497786,-0.035304310846041236,-0.9936100044016452,-0.19641290523922936,-0.2570841536271235,-1.1093875263405117,-0.26605321015462496,-0.2351238617454299,-0.826982609602974,-0.19609602777049356,-0.1496832245853745,-0.7804578284947279,-0.12413354289680244
0,Right,0.0,0.0,0.0,-0.229092877262127,-0.3416091496096156,-0.10915750166089298,-0.3274187354342028,-0.8001018539801917,-0.16936012752978505,-0.14116402428467598,-1.0541942000860591,-0.240608988213258,0.06794789134113959,-0.8865268982705411,-0.2916970146504747,-0.18776809667183367,-1.0706150346247876,-0.018504800686853982,-0.08617850217378342,-1.2995311087754329,-0.17574270450677756,-0.12335774091958793,-1.00179982579788,-0.2633544936404701,-0.15054956834569994,-0.8834934971092469,-0.30778723350972936,0.004117548018504219,-0.9999915228632268,-0.035792858707959764,0.121163663418077,-1.211075284301816,-0.2017218191325476,0.061451604793577023,-0.8759614390002547,-0.23792224086090763,0.002975449030308661,-0.7922498313513934,-0.2277227885873758,0.1852226229862531,-0.9154992803651988,-0.08399693019031029,0.29328812256207015,-1.0709755165243082,-0.2408740547530495,0.20161767373789033,-0.7739116652925982,-0.2144309086971019,0.123379350188769,-0.6976616400680135,-0.15585984404135073,0.3490454393665552,-0.7975595725730129,-0.14577824516131427,0.42496223983797266,-0.9588337229893327,-0.20692596960703236,0.34652697726745096,-0.7539105677463681,-0.1609051326228714,0.2795205624949508,-0.6520132867223645,-0.111224670748442
