hand,thumb_label,index_finger_label,middle_finger_label,ring_finger_label,pinky_label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
Right,0,0,0,0,0,0.0,0.0,0.0,-0.2834451597014488,-0.21862347166730983,-0.10326355405974624,-0.48619539564808917,-0.6258374075100112,-0.15993157689306883,-0.3618339530279705,-0.8336697351305061,-0.21607962335468628,-0.14807963710339186,-0.6616792323792228,-0.24306215995630154,-0.2558557712844137,-1.0375937687062529,-0.05536499201941548,-0.3107664296693387,-1.2294269072881079,-0.1999874696997039,-0.3143492403874503,-0.8816607551680167,-0.26528559408559055,-0.2547879739724113,-0.775912032934426,-0.30253063712316985,-0.04333791788228817,-0.9990604710795179,-0.07149083584871267,-0.10804082320814308,-1.2091222347812185,-0.2245325445977971,-0.1310450743791577,-0.804756278046588,-0.2179025170432347,-0.08289443033471422,-0.7182410015858602,-0.18072327604073996,0.15223765542461135,-0.9306659488277006,-0.11816867953133668,0.10105883173302048,-1.1105684399538738,-0.2505031678781183,0.05006956154966247,-0.751336794710804,-0.17888917827455647,0.08776701549946936,-0.6714166085677695,-0.09997607308541868,0.35094397927373816,-0.8124989776797503,-0.1804239225716835,0.2878818965035238,-0.9856785545764284,-0.23333530585805556,0.21842830637758323,-0.7469673992866538,-0.1785056870537988,0.2373618336061698,-0.6684832056747386,-0.12598192588289508
Right,0,0,0,0,0,0.0,0.0,0.0,-0.3376106620017128,0.10229442814745261,-0.08177059103484552,-0.6519186569827154,0.035834555387670504,-0.1470976663112171,-0.7496929886951393,-0.12025029776979755,-0.219788891708803,-0.5821722848337162,-0.18965848629440013,-0.2652728915487133,-0.7030486593252597,-0.6627135051667902,0.002563085720559826,-0.887586924526308,-0.46808674509337944,-0.1314065008141379,-0.7112785561632635,-0.2331084259302163,-0.21308270371368265,-0.6081954811143847,-0.2657816703796888,-0.26768315582245206,-0.5879473585118841,-0.8088991924948981,-0.03022612675973024,-0.7791585312122123,-0.5367642418426453,-0.16887837255549196,-0.5924320902179997,-0.2883403334267261,-0.17451924851710002,-0.5012895192099989,-0.35626858200297445,-0.1531700793688869,-0.44727103876182167,-0.8737841918515251,-0.09307623600090856,-0.6249492188869853,-0.6037259441397032,-0.2129428920144912,-0.4728135167692423,-0.356233620674011,-0.1532333795443083,-0.3851951821874104,-0.42221129602739677,-0.08958617931630082,-0.28305176008775007,-0.8788716030823113,-0.17360500976470494,-0.4598314340585522,-0.6473480010873396,-0.22745135609273073,-0.37454797838488146,-0.4649133321566941,-0.18881856652981427,-0.2974361954898254,-0.512884309494088,-0.14727398570584543
Right,0,0,0,0,0,0.0,0.0,0.0,-0.2196665321733507,-0.3390460681966962,-0.16606705063467597,-0.2681318571252964,-0.8201071679766881,-0.24226530765959198,-0.03598085821842842,-0.8971788346637599,-0.30376084586891405,0.19823301130482185,-0.6054243213178915,-0.32955398469648844,0.09214210079899514,-1.1347365879397342,-0.09122561683130322,0.14899632360411125,-1.2970874570921898,-0.26803116428535395,0.008797536452218485,-0.9721564745009746,-0.34956177992319415,0.005454308620199278,-0.871406726293781,-0.39410515000632673,0.2861053962763638,-0.9581981539439245,-0.08928529065033472,0.3930437563327043,-1.1364892080627782,-0.2686514397992882,0.19069254688322232,-0.7684819450296958,-0.2683210402418015,0.18027029484538257,-0.7090893090972668,-0.2271680422913407,0.4402913644963149,-0.7498462539272015,-0.12662462214082926,0.5507369325608577,-0.8633664502951757,-0.2944548478853961,0.3392156236988694,-0.5770262344065178,-0.221795785251799,0.3121254426727314,-0.5478446502133417,-0.1321595475151445,0.5715371619889678,-0.49783266423963785,-0.18367847031292617,0.657480812128245,-0.615383165377838,-0.2703092178879324,0.49196840517898105,-0.4416107489938834,-0.2131206600011011,0.4472513390942266,-0.4087599443784363,-0.15021100799618184
Right,0,0,0,0,0,0.0,0.0,0.0,-0.3006578012888452,-0.25003835565172533,-0.10665575856388852,-0.4901663257557421,-0.6372095364346803,-0.17510355698376429,-0.3473496606168385,-0.9081598267223404,-0.2521165279560773,-0.08545233779045924,-0.7987461701406857,-0.2992929723346732,-0.31572986480213333,-1.00962967718076,-0.035204601214178025,-0.33468403065087843,-1.2695536431693706,-0.19387780133567142,-0.33938153111033303,-0.9091865295319622,-0.26921500039231666,-0.3061794352049889,-0.7945589335977631,-0.31042549493482813,-0.11350269593638995,-0.9935376882711453,-0.057079709823166735,-0.13990960666284105,-1.2532926707549303,-0.22299204393360694,-0.15776281937408654,-0.8496306879422377,-0.2294650760672042,-0.13993641509765295,-0.7831680597680271,-0.2023617861246773,0.08164192542674648,-0.9499717225640555,-0.11110340779960293,0.06729037625132399,-1.2072341983516641,-0.2649046784934951,0.01681400933932382,-0.8331106677307387,-0.1941043175489135,0.021105467437807272,-0.748079734438053,-0.11163780683792482,0.2771531295445579,-0.8597718067603498,-0.18060052864597295,0.2482539380357068,-1.0969827781821377,-0.24657550310745024,0.18364681501252142,-0.8477604230911474,-0.18376876227382305,0.1749870881315429,-0.73477808188664,-0.12321187791425821
Right,0,0,0,0,0,0.0,0.0,0.0,-0.2916439438271393,-0.03374886992163754,-0.30408526097722094,-0.5812918687386837,-0.17916315646207218,-0.5188665227644249,-0.5410203038242023,-0.15856698354357762,-0.6856499111473795,-0.2713948928514736,-0.09276854245399468,-0.8074267785984734,-0.2723004990442402,-0.99449013989549,-0.43375678157614905,-0.31719168525563496,-0.5126993805355112,-0.6287176446307102,-0.34623205332044665,-0.27229941513497297,-0.6921939456039218,-0.3276427384102194,-0.37689801430877923,-0.7389311647860594,0.026410804182523607,-0.9996511738713822,-0.38349678953120075,-0.032018408776512665,-0.35261411108586804,-0.5714832384058021,-0.12035891089657601,-0.14272050103406345,-0.5666926981663131,-0.12307925217999421,-0.3394207674852041,-0.5590230239357575,0.27634890015732594,-0.8688683075519024,-0.3600603678666012,0.1945633393308064,-0.206957028869575,-0.5268685845462081,0.07576986439342025,-0.05428867955823639,-0.462119198266476,0.037383488671960105,-0.22237130255878315,-0.4115809463893323,0.4768171061986579,-0.6783188197262889,-0.372090812312191,0.3947180246165935,-0.19304180169693916,-0.5108104348801036,0.2811595604625878,-0.06810933564730684,-0.5150270451625969,0.2191997840428825,-0.18662397492569935,-0.5012550972462223
Right,0,0,0,0,0,0.0,0.0,0.0,-0.26328685162406507,-0.14442564132584604,-0.12915504941186762,-0.49851118860310023,-0.3999291022066667,-0.21768860276209703,-0.47683552965775594,-0.6510362016744345,-0.29678140149516496,-0.26585509418561637,-0.6629977701445735,-0.34144364855864046,-0.3330955325588141,-0.9521162680172548,-0.10298655220046722,-0.41315831523584956,-0.9610620649033206,-0.24624113378266305,-0.389207274170058,-0.6589192500087987,-0.31196918516262523,-0.33515778031105314,-0.6311036204361696,-0.35472431812403815,-0.13128386122327232,-0.9913448178017115,-0.10624020645454343,-0.23354982369464622,-0.9167639998969939,-0.23957706388367916,-0.2166136140293832,-0.5803489394163733,-0.23400946002139233,-0.16754487369775767,-0.6075985138714421,-0.21447148962476476,0.05149772801918541,-0.9453194874260964,-0.13670279978090927,-0.04365268244623488,-0.8495674108638889,-0.26483552949696987,-0.05959656825752103,-0.5510302076160813,-0.2004410793917743,-0.016546349168802363,-0.5756044408183421,-0.1401307800762518,0.22739311059205322,-0.8387962855388729,-0.18391049273196738,0.12123784453124399,-0.766749959491514,-0.24944477653559563,0.08943644282097554,-0.5596353084173056,-0.21192738080986298,0.1296710027685895,-0.5676892363012431,-0.17473463629680158
Right,0,0,0,0,0,0.0,0.0,0.0,-0.4342027975642064,-0.1540551781796892,-0.05864562366571531,-0.7719319735090748,-0.46888951139962926,-0.09402893675423116,-0.79483521467926,-0.9249207761261634,-0.15584652298049026,-0.563147986336247,-1.1697908397021948,-0.19467683393102642,-0.5483462940337378,-0.843908692224507,0.14448504300451678,-0.6653507095307317,-1.1640699095872977,-0.0006214242307441232,-0.6339759339315595,-0.8569517046932508,-0.09504272982131802,-0.5453210378612514,-0.646608784492764,-0.14008379034516327,-0.33880599281778834,-0.9408562585383341,0.11678006169159802,-0.4684207873602997,-1.2851064867475606,-0.06219079254323687,-0.4188363665644324,-0.8636709148686668,-0.11606859927895295,-0.32250529152945234,-0.6553374929346132,-0.10272712280592851,-0.12808763941582404,-1.0203021458921095,0.052727495967637365,-0.26328081748887466,-1.3656244242891102,-0.1339300423817218,-0.24767015062163406,-0.9293735410072909,-0.09900061064106615,-0.15879871085470584,-0.6806090956672026,-0.01682551763006586,0.11815432154214818,-1.0382493964207828,-0.01963417335968052,-0.04091495544082926,-1.346170447284374,-0.12595100867154121,-0.06508295706967995,-1.0484709852532716,-0.08461576921051953,0.0041851495579460635,-0.8478282693243342,-0.020880326367738154
Right,0,0,0,0,0,0.0,0.0,0.0,-0.13038343434215238,-0.3792883251865796,-0.17013886313133422,-0.16154344925547506,-0.7983548805001287,-0.28194230764673145,-0.03189183940826497,-0.927997604111795,-0.37943653013561696,0.12017916941032473,-0.7062751344902011,-0.44485778450384356,0.41411176236600594,-0.9973363267542109,-0.14067541153286917,0.20539358183080147,-1.0963874678745955,-0.3133691604475314,0.04520256029453433,-0.8394373806827141,-0.4034305485463933,0.08985962038778578,-0.7386055526204643,-0.4594008614346953,0.5916017046311324,-0.806230378413973,-0.1433547280019954,0.3321256333227482,-0.8675299244168838,-0.3068543673513247,0.1496379001961572,-0.622225678884235,-0.32386935852192306,0.20104133298367693,-0.5601364045289677,-0.3104264190503454,0.6771248420735648,-0.5523357229853466,-0.1777788578874716,0.37173301840506995,-0.540433900411902,-0.32934582366011766,0.20337898623720396,-0.36364109765782116,-0.2838721973499038,0.2620803116282239,-0.3335801094243296,-0.22740590352451842,0.7164017165242107,-0.2623646711656241,-0.23542737935612598,0.46137994244532454,-0.27638371102055875,-0.31175222389451696,0.3137787101052445,-0.1961748290860524,-0.28272510258546807,0.33052181113347984,-0.1880341773696927,-0.24518362394069007
Right,0,0,0,0,0,0.0,0.0,0.0,-0.4118650226545146,0.18165546447523342,-0.0700116727711444,-0.7997835785559115,0.23662507893302723,-0.1463091995025387,-1.0528724909290408,0.04637188724543881,-0.24917744997327373,-1.0302207647461539,-0.2734067430577375,-0.3202974134859494,-0.9392670342651255,-0.37198761758073207,0.029146350330420144,-1.2234862022949764,-0.3762235765166605,-0.15855049792001416,-1.0180514501452154,-0.13908317043516677,-0.23349685523893765,-0.8873072099306882,-0.16671626645128737,-0.2613858202516117,-0.8295639339916138,-0.5584117472084172,-0.023611569628781522,-1.0943041891764238,-0.5138540835457762,-0.24805916833726635,-0.8191417824391234,-0.23958216514347247,-0.2549407834176061,-0.7053130425312611,-0.31831576613978757,-0.20326445513084526,-0.694254288159734,-0.7515687544847985,-0.11253991110981573,-0.9510662880582027,-0.6487602327540767,-0.32343891616585596,-0.6815596345559048,-0.35877877024591837,-0.2345294694035999,-0.5657067999281677,-0.43646471568307094,-0.11808181492004143,-0.5171953982826074,-0.9288133359260538,-0.21270298921190423,-0.7872916177784404,-0.8161693950926716,-0.30113599921304374,-0.6201384188878557,-0.578557865144508,-0.21775977853341702,-0.5003599928113348,-0.6133681384622548,-0.12693223519871397
Right,0,0,0,0,0,0.0,0.0,0.0,-0.3592689725933778,0.1572853225098718,-0.10051350975111405,-0.7290531359051087,0.17554166159678838,-0.180373363868929,-0.925817464562802,0.02305150682042538,-0.2712286157177589,-0.8323986115721566,-0.2293570363742709,-0.32807379758691574,-0.8320688014899563,-0.55245053396058,-0.020905000063008005,-1.0920446574276645,-0.4012233535596967,-0.20522595366899513,-0.8709047728445017,-0.17038168112407143,-0.28577609616704686,-0.7786805572662615,-0.2388390271683816,-0.326852728261555,-0.6860940151188436,-0.7275128881457043,-0.06095666767149969,-0.9237523732248596,-0.5349735437526892,-0.26504734276673503,-0.6709826156949467,-0.2392739760726599,-0.2607045761968632,-0.5843673305565049,-0.34248483871766316,-0.20986215372798972,-0.5103823125770764,-0.8376602960267779,-0.1386047259740972,-0.7060646992928247,-0.6000652698310118,-0.33408800645444464,-0.48752839084854643,-0.29859896533977626,-0.24128958373745613,-0.40281181993258675,-0.4117978198056183,-0.1279908735608507,-0.30777463381592196,-0.8994147968178821,-0.23160948444723312,-0.4917273357534318,-0.682326878692935,-0.32169971560747607,-0.3760010277495068,-0.44413726530672337,-0.2539406889268564,-0.2986490158680213,-0.5067617947574384,-0.17719841024534413
